"GEO_ID","NAME","B19013_001E","B19013_001M",
"860Z200US76110","ZCTA5 76110","59933","7046",
"860Z200US76111","ZCTA5 76111","54884","6211",
"860Z200US76112","ZCTA5 76112","53335","4278",
"860Z200US76114","ZCTA5 76114","63454","4396",
"860Z200US76115","ZCTA5 76115","45311","3624",
"860Z200US76116","ZCTA5 76116","50982","4951",
"860Z200US76117","ZCTA5 76117","49782","5636",
"860Z200US76118","ZCTA5 76118","89394","10221",
"860Z200US76119","ZCTA5 76119","44605","2383",
"860Z200US76120","ZCTA5 76120","70129","10066",
"860Z200US76123","ZCTA5 76123","91180","5973",
"860Z200US76126","ZCTA5 76126","106467","8033",
"860Z200US76127","ZCTA5 76127","103971","7927",
"860Z200US76129","ZCTA5 76129","-","**",
"860Z200US76131","ZCTA5 76131","101087","3458",
"860Z200US76132","ZCTA5 76132","68284","5573",
"860Z200US76133","ZCTA5 76133","69506","3103",
"860Z200US76134","ZCTA5 76134","65516","4555",
"860Z200US76135","ZCTA5 76135","69525","7629",
"860Z200US76137","ZCTA5 76137","86733","5140",
"860Z200US76140","ZCTA5 76140","70933","3485",
"860Z200US76148","ZCTA5 76148","88121","6622",
"860Z200US76155","ZCTA5 76155","59653","11670",
"860Z200US76164","ZCTA5 76164","52691","8453",
"860Z200US76177","ZCTA5 76177","102719","8908",
"860Z200US76179","ZCTA5 76179","106288","7051",
"860Z200US76180","ZCTA5 76180","76416","5936",
"860Z200US76182","ZCTA5 76182","110669","9037",
"860Z200US76201","ZCTA5 76201","37703","4936",
"860Z200US76203","ZCTA5 76203","-","**",
"860Z200US76205","ZCTA5 76205","60196","9797",
"860Z200US76207","ZCTA5 76207","88152","8489",
"860Z200US76208","ZCTA5 76208","100314","10477",
"860Z200US76209","ZCTA5 76209","69090","7528",
"860Z200US76210","ZCTA5 76210","102036","9717",
"860Z200US76225","ZCTA5 76225","75750","23580",
"860Z200US76226","ZCTA5 76226","165428","11091",
"860Z200US76227","ZCTA5 76227","106113","5049",
"860Z200US76228","ZCTA5 76228","67386","12643",
"860Z200US76230","ZCTA5 76230","68301","7206",
"860Z200US76233","ZCTA5 76233","68068","21654",
"860Z200US76234","ZCTA5 76234","85052","11309",
"860Z200US76238","ZCTA5 76238","107614","68489",
"860Z200US76239","ZCTA5 76239","56042","17819",
"860Z200US76240","ZCTA5 76240","58384","5454",
"860Z200US76241","ZCTA5 76241","-","**",
"860Z200US76244","ZCTA5 76244","116568","9846",
"860Z200US76245","ZCTA5 76245","66652","19436",
"860Z200US76247","ZCTA5 76247","107405","10710",
"860Z200US76248","ZCTA5 76248","161383","10682",
"860Z200US76249","ZCTA5 76249","103375","25538",
"860Z200US76250","ZCTA5 76250","81964","38500",
"860Z200US76251","ZCTA5 76251","61172","15961",
"860Z200US76252","ZCTA5 76252","103098","9524",
"860Z200US76253","ZCTA5 76253","64130","15126",
"860Z200US76255","ZCTA5 76255","53901","6969",
"860Z200US76258","ZCTA5 76258","81552","14015",
"860Z200US76259","ZCTA5 76259","82041","15002",
"860Z200US76261","ZCTA5 76261","58571","50612",
"860Z200US76262","ZCTA5 76262","130524","8121",
"860Z200US76263","ZCTA5 76263","-","**",
"860Z200US76264","ZCTA5 76264","75149","37968",
"860Z200US76265","ZCTA5 76265","75212","4984",
"860Z200US76266","ZCTA5 76266","93327","10282",
"860Z200US76267","ZCTA5 76267","-","**",
"860Z200US76268","ZCTA5 76268","83125","25197",
"860Z200US76270","ZCTA5 76270","68705","38197",
"860Z200US76271","ZCTA5 76271","77750","32637",
"860Z200US76272","ZCTA5 76272","93800","7429",
"860Z200US76273","ZCTA5 76273","81969","12286",
"860Z200US76301","ZCTA5 76301","36250","4731",
"860Z200US76302","ZCTA5 76302","51159","5486",
"860Z200US76305","ZCTA5 76305","73729","5595",
"860Z200US76306","ZCTA5 76306","47746","4839",
"860Z200US76308","ZCTA5 76308","70872","6878",
"860Z200US76309","ZCTA5 76309","52250","6191",
"860Z200US76310","ZCTA5 76310","79264","4677",
"860Z200US76311","ZCTA5 76311","91048","13362",
"860Z200US76351","ZCTA5 76351","51010","19877",
"860Z200US76354","ZCTA5 76354","64493","6247",
"860Z200US76357","ZCTA5 76357","77083","18776",
"860Z200US76360","ZCTA5 76360","51500","26975",
"860Z200US76363","ZCTA5 76363","34107","16711",
"860Z200US76364","ZCTA5 76364","62083","30099",
"860Z200US76365","ZCTA5 76365","62397","11575",
"860Z200US76366","ZCTA5 76366","49706","14862",
"860Z200US76367","ZCTA5 76367","68058","10675",
"860Z200US76370","ZCTA5 76370","83250","36428",
"860Z200US76371","ZCTA5 76371","57431","8882",
"860Z200US76372","ZCTA5 76372","69167","22133",
"860Z200US76373","ZCTA5 76373","77938","31768",
"860Z200US76374","ZCTA5 76374","41019","5603",
"860Z200US76377","ZCTA5 76377","52857","27553",
"860Z200US76379","ZCTA5 76379","80972","30681",
"860Z200US76380","ZCTA5 76380","53197","12318",
"860Z200US76384","ZCTA5 76384","50250","8559",
"860Z200US76388","ZCTA5 76388","48125","13631",
"860Z200US76389","ZCTA5 76389","99375","28637",
"860Z200US76401","ZCTA5 76401","56918","4064",
"860Z200US76402","ZCTA5 76402","-","**",
"860Z200US76424","ZCTA5 76424","44423","8111",
"860Z200US76426","ZCTA5 76426","82346","9743",
"860Z200US76427","ZCTA5 76427","70141","14387",
"860Z200US76429","ZCTA5 76429","2,500-","***",
"860Z200US76430","ZCTA5 76430","60093","13370",
"860Z200US76431","ZCTA5 76431","70536","13380",
"860Z200US76432","ZCTA5 76432","53333","10696",
"860Z200US76433","ZCTA5 76433","108080","14640",
"860Z200US76435","ZCTA5 76435","59792","9129",
"860Z200US76436","ZCTA5 76436","57125","23552",
"860Z200US76437","ZCTA5 76437","63272","12374",
"860Z200US76439","ZCTA5 76439","-","**",
"860Z200US76442","ZCTA5 76442","60321","10271",
"860Z200US76443","ZCTA5 76443","49844","14751",
"860Z200US76444","ZCTA5 76444","57583","18472",
"860Z200US76445","ZCTA5 76445","-","**",
"860Z200US76446","ZCTA5 76446","57321","7701",
"860Z200US76448","ZCTA5 76448","63641","20874",
"860Z200US76449","ZCTA5 76449","73824","11828",
"860Z200US76450","ZCTA5 76450","71563","14143",
"860Z200US76452","ZCTA5 76452","197593","192554",
"860Z200US76453","ZCTA5 76453","95536","17719",
"860Z200US76454","ZCTA5 76454","41204","13123",
"860Z200US76455","ZCTA5 76455","54375","12573",
"860Z200US76457","ZCTA5 76457","59569","8028",
"860Z200US76458","ZCTA5 76458","56786","9166",
"860Z200US76459","ZCTA5 76459","48750","31745",
"860Z200US76460","ZCTA5 76460","85729","57000",
"860Z200US76462","ZCTA5 76462","94167","29190",
"860Z200US76463","ZCTA5 76463","61250","35021",
"860Z200US76464","ZCTA5 76464","63750","24334",
"860Z200US76466","ZCTA5 76466","128260","114803",
"860Z200US76469","ZCTA5 76469","56750","41991",
"860Z200US76470","ZCTA5 76470","36646","8213",
"860Z200US76471","ZCTA5 76471","48529","7861",
"860Z200US76472","ZCTA5 76472","96360","31070",
"860Z200US76474","ZCTA5 76474","-","**",
"860Z200US76475","ZCTA5 76475","54688","13812",
"860Z200US76476","ZCTA5 76476","77130","8343",
"860Z200US76481","ZCTA5 76481","75690","49605",
"860Z200US76483","ZCTA5 76483","51827","12612",
"860Z200US76484","ZCTA5 76484","91731","10560",
"860Z200US76486","ZCTA5 76486","65625","10232",
"860Z200US76487","ZCTA5 76487","75063","19520",
"860Z200US76490","ZCTA5 76490","-","**",
"860Z200US76491","ZCTA5 76491","64438","24625",
"860Z200US76501","ZCTA5 76501","50855","9199",
"860Z200US76502","ZCTA5 76502","77704","7256",
"860Z200US76504","ZCTA5 76504","44256","4923",
"860Z200US76511","ZCTA5 76511","54750","16556",
"860Z200US76513","ZCTA5 76513","76564","7413",
"860Z200US76518","ZCTA5 76518","53125","6094",
"860Z200US76519","ZCTA5 76519","86181","40584",
"860Z200US76520","ZCTA5 76520","59340","4384",
"860Z200US76522","ZCTA5 76522","65760","2237",
"860Z200US76523","ZCTA5 76523","56089","14583",
"860Z200US76524","ZCTA5 76524","75435","32893",
"860Z200US76525","ZCTA5 76525","74063","19185",
"860Z200US76527","ZCTA5 76527","71366","12818",
"860Z200US76528","ZCTA5 76528","58862","6585",
"860Z200US76530","ZCTA5 76530","76953","15861",
"860Z200US76531","ZCTA5 76531","55857","15177",
"860Z200US76534","ZCTA5 76534","71103","21271",
"860Z200US76537","ZCTA5 76537","88250","11047",
"860Z200US76538","ZCTA5 76538","58654","32333",
"860Z200US76539","ZCTA5 76539","82053","11392",
"860Z200US76541","ZCTA5 76541","34732","3413",
"860Z200US76542","ZCTA5 76542","73133","4551",
"860Z200US76543","ZCTA5 76543","49021","4518",
"860Z200US76544","ZCTA5 76544","54561","3746",
"860Z200US76548","ZCTA5 76548","71845","9621",
"860Z200US76549","ZCTA5 76549","62607","5824",
"860Z200US76550","ZCTA5 76550","71618","6644",
"860Z200US76554","ZCTA5 76554","72656","13016",
"860Z200US76556","ZCTA5 76556","63438","10328",
"860Z200US76557","ZCTA5 76557","70017","10239",
"860Z200US76559","ZCTA5 76559","65022","14963",
"860Z200US76561","ZCTA5 76561","69250","16662",
"860Z200US76565","ZCTA5 76565","-","**",
"860Z200US76566","ZCTA5 76566","142500","100741",
"860Z200US76567","ZCTA5 76567","48472","13954",
"860Z200US76569","ZCTA5 76569","78798","13950",
"860Z200US76570","ZCTA5 76570","38632","14804",
"860Z200US76571","ZCTA5 76571","94517","7859",
"860Z200US76573","ZCTA5 76573","-","**",
"860Z200US76574","ZCTA5 76574","68360","3604",
"860Z200US76577","ZCTA5 76577","68141","13221",
"860Z200US76578","ZCTA5 76578","92188","37462",
"860Z200US76579","ZCTA5 76579","69471","14742",
"860Z200US76596","ZCTA5 76596","-","**",
"860Z200US76597","ZCTA5 76597","-","**",
"860Z200US76598","ZCTA5 76598","-","**",
"860Z200US76599","ZCTA5 76599","-","**",
"860Z200US76621","ZCTA5 76621","94375","8529",
"860Z200US76622","ZCTA5 76622","73438","14009",
"860Z200US76623","ZCTA5 76623","62917","33247",
"860Z200US76624","ZCTA5 76624","67708","21711",
"860Z200US76626","ZCTA5 76626","94688","19566",
"860Z200US76627","ZCTA5 76627","70250","22914",
"860Z200US76628","ZCTA5 76628","117857","29957",
"860Z200US76629","ZCTA5 76629","63333","18176",
"860Z200US76630","ZCTA5 76630","79000","27499",
"860Z200US76631","ZCTA5 76631","83438","37607",
"860Z200US76632","ZCTA5 76632","41875","3479",
"860Z200US76633","ZCTA5 76633","106700","22343",
"860Z200US76634","ZCTA5 76634","68440","4255",
"860Z200US76635","ZCTA5 76635","55393","20130",
"860Z200US76636","ZCTA5 76636","66917","18294",
"860Z200US76637","ZCTA5 76637","71250","12162",
"860Z200US76638","ZCTA5 76638","117708","23845",
"860Z200US76639","ZCTA5 76639","39907","21164",
"860Z200US76640","ZCTA5 76640","52074","15804",
"860Z200US76641","ZCTA5 76641","64231","23647",
"860Z200US76642","ZCTA5 76642","57622","9492",
"860Z200US76643","ZCTA5 76643","75898","6047",
"860Z200US76645","ZCTA5 76645","57500","7651",
"860Z200US76648","ZCTA5 76648","49833","12489",
"860Z200US76649","ZCTA5 76649","67500","27974",
"860Z200US76650","ZCTA5 76650","79167","36501",
"860Z200US76651","ZCTA5 76651","63173","16292",
"860Z200US76652","ZCTA5 76652","65278","18451",
"860Z200US76653","ZCTA5 76653","56875","18766",
"860Z200US76654","ZCTA5 76654","65417","36827",
"860Z200US76655","ZCTA5 76655","110248","7950",
"860Z200US76656","ZCTA5 76656","71691","22621",
"860Z200US76657","ZCTA5 76657","92935","15492",
"860Z200US76660","ZCTA5 76660","47188","21520",
"860Z200US76661","ZCTA5 76661","31888","3204",
"860Z200US76664","ZCTA5 76664","63621","9768",
"860Z200US76665","ZCTA5 76665","56130","7243",
"860Z200US76666","ZCTA5 76666","41042","6297",
"860Z200US76667","ZCTA5 76667","46130","8474",
"860Z200US76670","ZCTA5 76670","57206","21887",
"860Z200US76671","ZCTA5 76671","68750","10219",
"860Z200US76673","ZCTA5 76673","53482","13174",
"860Z200US76676","ZCTA5 76676","63125","27304",
"860Z200US76678","ZCTA5 76678","45682","14288",
"860Z200US76679","ZCTA5 76679","77702","17037",
"860Z200US76680","ZCTA5 76680","-","**",
"860Z200US76681","ZCTA5 76681","31705","16781",
"860Z200US76682","ZCTA5 76682","73654","13068",
"860Z200US76685","ZCTA5 76685","-","**",
"860Z200US76686","ZCTA5 76686","63750","28440",
"860Z200US76687","ZCTA5 76687","67720","14363",
"860Z200US76689","ZCTA5 76689","63889","11115",
"860Z200US76690","ZCTA5 76690","41667","13674",
"860Z200US76691","ZCTA5 76691","75163","11504",
"860Z200US76692","ZCTA5 76692","57891","7898",
"860Z200US76693","ZCTA5 76693","54074","17001",
"860Z200US76701","ZCTA5 76701","29714","9412",
"860Z200US76704","ZCTA5 76704","19966","6739",
"860Z200US76705","ZCTA5 76705","51546","3913",
"860Z200US76706","ZCTA5 76706","39317","3914",
"860Z200US76707","ZCTA5 76707","33964","4760",
"860Z200US76708","ZCTA5 76708","64618","5922",
"860Z200US76710","ZCTA5 76710","49762","6001",
"860Z200US76711","ZCTA5 76711","51526","6757",
"860Z200US76712","ZCTA5 76712","91862","4501",
"860Z200US76798","ZCTA5 76798","-","**",
"860Z200US76801","ZCTA5 76801","51603","4887",
"860Z200US76802","ZCTA5 76802","65750","19073",
"860Z200US76820","ZCTA5 76820","-","**",
"860Z200US76821","ZCTA5 76821","60924","12302",
"860Z200US76823","ZCTA5 76823","54594","8369",
"860Z200US76824","ZCTA5 76824","-","**",
"860Z200US76825","ZCTA5 76825","52143","8200",
"860Z200US76827","ZCTA5 76827","-","**",
"860Z200US76828","ZCTA5 76828","49688","43021",
"860Z200US76831","ZCTA5 76831","-","**",
"860Z200US76832","ZCTA5 76832","44886","16527",
"860Z200US76834","ZCTA5 76834","50565","4221",
"860Z200US76836","ZCTA5 76836","-","**",
"860Z200US76837","ZCTA5 76837","49250","26518",
"860Z200US76841","ZCTA5 76841","-","**",
"860Z200US76842","ZCTA5 76842","52625","44872",
"860Z200US76844","ZCTA5 76844","61989","9462",
"860Z200US76845","ZCTA5 76845","72500","19912",
"860Z200US76848","ZCTA5 76848","-","**",
"860Z200US76849","ZCTA5 76849","58413","11239",
"860Z200US76852","ZCTA5 76852","78333","21649",
"860Z200US76853","ZCTA5 76853","56420","12747",
"860Z200US76854","ZCTA5 76854","-","**",
"860Z200US76856","ZCTA5 76856","80210","15146",
"860Z200US76857","ZCTA5 76857","46047","9767",
"860Z200US76858","ZCTA5 76858","50500","20544",
"860Z200US76859","ZCTA5 76859","39730","8715",
"860Z200US76861","ZCTA5 76861","68750","11266",
"860Z200US76862","ZCTA5 76862","56250","39046",
"860Z200US76864","ZCTA5 76864","43464","1311",
"860Z200US76865","ZCTA5 76865","54792","22835",
"860Z200US76866","ZCTA5 76866","62885","19296",
"860Z200US76869","ZCTA5 76869","-","**",
"860Z200US76870","ZCTA5 76870","-","**",
"860Z200US76871","ZCTA5 76871","59375","54997",
"860Z200US76872","ZCTA5 76872","55000","23693",
"860Z200US76873","ZCTA5 76873","-","**",
"860Z200US76874","ZCTA5 76874","-","**",
"860Z200US76875","ZCTA5 76875","54429","14217",
"860Z200US76877","ZCTA5 76877","54406","9499",
"860Z200US76878","ZCTA5 76878","49250","15620",
"860Z200US76880","ZCTA5 76880","-","**",
"860Z200US76882","ZCTA5 76882","56000","15710",
"860Z200US76884","ZCTA5 76884","73750","54359",
"860Z200US76885","ZCTA5 76885","-","**",
"860Z200US76887","ZCTA5 76887","88854","84187",
"860Z200US76888","ZCTA5 76888","57566","26209",
"860Z200US76890","ZCTA5 76890","56008","8804",
"860Z200US76901","ZCTA5 76901","62879","8284",
"860Z200US76902","ZCTA5 76902","-","**",
"860Z200US76903","ZCTA5 76903","50077","4366",
"860Z200US76904","ZCTA5 76904","81684","3489",
"860Z200US76905","ZCTA5 76905","77614","7410",
"860Z200US76908","ZCTA5 76908","-","**",
"860Z200US76909","ZCTA5 76909","-","**",
"860Z200US76930","ZCTA5 76930","52857","29830",
"860Z200US76932","ZCTA5 76932","70319","9014",
"860Z200US76933","ZCTA5 76933","53935","9366",
"860Z200US76934","ZCTA5 76934","51083","11519",
"860Z200US76935","ZCTA5 76935","-","**",
"860Z200US76936","ZCTA5 76936","53774","8147",
"860Z200US76937","ZCTA5 76937","-","**",
"860Z200US76939","ZCTA5 76939","-","**",
"860Z200US76940","ZCTA5 76940","-","**",
"860Z200US76941","ZCTA5 76941","53315","8960",
"860Z200US76943","ZCTA5 76943","64457","24928",
"860Z200US76945","ZCTA5 76945","37697","10979",
"860Z200US76950","ZCTA5 76950","56889","13766",
"860Z200US76951","ZCTA5 76951","63558","14142",
"860Z200US76953","ZCTA5 76953","-","**",
"860Z200US76955","ZCTA5 76955","78036","11017",
"860Z200US76957","ZCTA5 76957","-","**",
"860Z200US76958","ZCTA5 76958","-","**",
"860Z200US77002","ZCTA5 77002","78292","10147",
"860Z200US77003","ZCTA5 77003","87618","7545",
"860Z200US77004","ZCTA5 77004","68141","9429",
"860Z200US77005","ZCTA5 77005","213059","27182",
"860Z200US77006","ZCTA5 77006","104375","12492",
"860Z200US77007","ZCTA5 77007","140536","12659",
"860Z200US77008","ZCTA5 77008","140609","14384",
"860Z200US77009","ZCTA5 77009","77817","8365",
"860Z200US77010","ZCTA5 77010","221776","59775",
"860Z200US77011","ZCTA5 77011","44412","5113",
"860Z200US77012","ZCTA5 77012","45784","5493",
"860Z200US77013","ZCTA5 77013","43492","7508",
"860Z200US77014","ZCTA5 77014","54303","7674",
"860Z200US77015","ZCTA5 77015","55171","3237",
"860Z200US77016","ZCTA5 77016","42186","3801",
"860Z200US77017","ZCTA5 77017","53236","3922",
"860Z200US77018","ZCTA5 77018","111524","17201",
"860Z200US77019","ZCTA5 77019","118172","15037",
"860Z200US77020","ZCTA5 77020","46606","1936",
"860Z200US77021","ZCTA5 77021","46508","4862",
"860Z200US77022","ZCTA5 77022","46525","4731",
"860Z200US77023","ZCTA5 77023","47697","5080",
"860Z200US77024","ZCTA5 77024","132710","14429",
"860Z200US77025","ZCTA5 77025","84274","7869",
"860Z200US77026","ZCTA5 77026","33452","4699",
"860Z200US77027","ZCTA5 77027","103627","8833",
"860Z200US77028","ZCTA5 77028","33403","4786",
"860Z200US77029","ZCTA5 77029","49443","5796",
"860Z200US77030","ZCTA5 77030","90475","17423",
"860Z200US77031","ZCTA5 77031","44412","3113",
"860Z200US77032","ZCTA5 77032","38834","6228",
"860Z200US77033","ZCTA5 77033","39118","3249",
"860Z200US77034","ZCTA5 77034","56772","3426",
"860Z200US77035","ZCTA5 77035","52205","5991",
"860Z200US77036","ZCTA5 77036","41899","2081",
"860Z200US77037","ZCTA5 77037","47381","13379",
"860Z200US77038","ZCTA5 77038","47682","3457",
"860Z200US77039","ZCTA5 77039","41988","4616",
"860Z200US77040","ZCTA5 77040","62685","7063",
"860Z200US77041","ZCTA5 77041","84928","8765",
"860Z200US77042","ZCTA5 77042","51723","3026",
"860Z200US77043","ZCTA5 77043","74320","4644",
"860Z200US77044","ZCTA5 77044","87958","8100",
"860Z200US77045","ZCTA5 77045","58373","8320",
"860Z200US77046","ZCTA5 77046","145567","49668",
"860Z200US77047","ZCTA5 77047","70666","5060",
"860Z200US77048","ZCTA5 77048","45714","13576",
"860Z200US77049","ZCTA5 77049","70736","4706",
"860Z200US77050","ZCTA5 77050","30750","13667",
"860Z200US77051","ZCTA5 77051","38694","5682",
"860Z200US77053","ZCTA5 77053","61750","8922",
"860Z200US77054","ZCTA5 77054","56447","1737",
"860Z200US77055","ZCTA5 77055","69743","6013",
"860Z200US77056","ZCTA5 77056","97097","14718",
"860Z200US77057","ZCTA5 77057","68955","5349",
"860Z200US77058","ZCTA5 77058","63267","7116",
"860Z200US77059","ZCTA5 77059","158958","17409",
"860Z200US77060","ZCTA5 77060","37041","2447",
"860Z200US77061","ZCTA5 77061","42039","6236",
"860Z200US77062","ZCTA5 77062","103477","7061",
"860Z200US77063","ZCTA5 77063","51899","6170",
"860Z200US77064","ZCTA5 77064","82500","3833",
"860Z200US77065","ZCTA5 77065","72816","6405",
"860Z200US77066","ZCTA5 77066","76716","8751",
"860Z200US77067","ZCTA5 77067","49682","4074",
"860Z200US77068","ZCTA5 77068","83990","15878",
"860Z200US77069","ZCTA5 77069","72744","8837",
"860Z200US77070","ZCTA5 77070","73579","6223",
"860Z200US77071","ZCTA5 77071","56559","6806",
"860Z200US77072","ZCTA5 77072","50886","2787",
"860Z200US77073","ZCTA5 77073","69784","6046",
"860Z200US77074","ZCTA5 77074","48196","4772",
"860Z200US77075","ZCTA5 77075","71609","5971",
"860Z200US77076","ZCTA5 77076","37927","6084",
"860Z200US77077","ZCTA5 77077","69782","2834",
"860Z200US77078","ZCTA5 77078","40873","6790",
"860Z200US77079","ZCTA5 77079","99164","9759",
"860Z200US77080","ZCTA5 77080","61659","4781",
"860Z200US77081","ZCTA5 77081","40805","1963",
"860Z200US77082","ZCTA5 77082","55962","6458",
"860Z200US77083","ZCTA5 77083","61979","4624",
"860Z200US77084","ZCTA5 77084","75510","5044",
"860Z200US77085","ZCTA5 77085","65715","3288",
"860Z200US77086","ZCTA5 77086","56200","5805",
"860Z200US77087","ZCTA5 77087","50918","6500",
"860Z200US77088","ZCTA5 77088","48627","3223",
"860Z200US77089","ZCTA5 77089","83648","6577",
"860Z200US77090","ZCTA5 77090","49438","4667",
"860Z200US77091","ZCTA5 77091","34988","4322",
"860Z200US77092","ZCTA5 77092","54494","4504",
"860Z200US77093","ZCTA5 77093","37583","3490",
"860Z200US77094","ZCTA5 77094","179387","30625",
"860Z200US77095","ZCTA5 77095","90690","5409",
"860Z200US77096","ZCTA5 77096","79483","9604",
"860Z200US77098","ZCTA5 77098","108799","11991",
"860Z200US77099","ZCTA5 77099","45691","3249",
"860Z200US77204","ZCTA5 77204","-","**",
"860Z200US77301","ZCTA5 77301","59452","7395",
"860Z200US77302","ZCTA5 77302","85590","16536",
"860Z200US77303","ZCTA5 77303","75448","14030",
"860Z200US77304","ZCTA5 77304","74182","6138",
"860Z200US77306","ZCTA5 77306","65423","14286",
"860Z200US77316","ZCTA5 77316","120846","10745",
"860Z200US77318","ZCTA5 77318","88162","11460",
"860Z200US77320","ZCTA5 77320","50343","4402",
"860Z200US77326","ZCTA5 77326","-","**",
"860Z200US77327","ZCTA5 77327","54022","5925",
"860Z200US77328","ZCTA5 77328","55747","6199",
"860Z200US77331","ZCTA5 77331","50123","12633",
"860Z200US77334","ZCTA5 77334","-","**",
"860Z200US77335","ZCTA5 77335","52355","16057",
"860Z200US77336","ZCTA5 77336","82105","8048",
"860Z200US77338","ZCTA5 77338","68239","7155",
"860Z200US77339","ZCTA5 77339","81274","8468",
"860Z200US77340","ZCTA5 77340","41008","5519",
"860Z200US77341","ZCTA5 77341","-","**",
"860Z200US77342","ZCTA5 77342","-","**",
"860Z200US77345","ZCTA5 77345","159013","7315",
"860Z200US77346","ZCTA5 77346","122321","7286",
"860Z200US77350","ZCTA5 77350","50000","27867",
"860Z200US77351","ZCTA5 77351","59245","5773",
"860Z200US77354","ZCTA5 77354","112562","12902",
"860Z200US77355","ZCTA5 77355","107714","12648",
"860Z200US77356","ZCTA5 77356","112394","13793",
"860Z200US77357","ZCTA5 77357","69521","9641",
"860Z200US77358","ZCTA5 77358","71966","20056",
"860Z200US77359","ZCTA5 77359","55331","4972",
"860Z200US77360","ZCTA5 77360","58076","4568",
"860Z200US77362","ZCTA5 77362","84612","19422",
"860Z200US77363","ZCTA5 77363","49946","43567",
"860Z200US77364","ZCTA5 77364","53548","12505",
"860Z200US77365","ZCTA5 77365","90493","9485",
"860Z200US77367","ZCTA5 77367","71199","7394",
"860Z200US77368","ZCTA5 77368","-","**",
"860Z200US77369","ZCTA5 77369","-","**",
"860Z200US77371","ZCTA5 77371","57056","15461",
"860Z200US77372","ZCTA5 77372","72749","9169",
"860Z200US77373","ZCTA5 77373","83835","3441",
"860Z200US77374","ZCTA5 77374","81411","71310",
"860Z200US77375","ZCTA5 77375","93886","10569",
"860Z200US77376","ZCTA5 77376","29498","28266",
"860Z200US77377","ZCTA5 77377","114943","11729",
"860Z200US77378","ZCTA5 77378","66882","5138",
"860Z200US77379","ZCTA5 77379","110361","4930",
"860Z200US77380","ZCTA5 77380","82383","10892",
"860Z200US77381","ZCTA5 77381","143198","11673",
"860Z200US77382","ZCTA5 77382","162774","9842",
"860Z200US77384","ZCTA5 77384","99884","19361",
"860Z200US77385","ZCTA5 77385","109677","8395",
"860Z200US77386","ZCTA5 77386","131285","9059",
"860Z200US77388","ZCTA5 77388","99591","8993",
"860Z200US77389","ZCTA5 77389","142611","16653",
"860Z200US77396","ZCTA5 77396","76919","9124",
"860Z200US77401","ZCTA5 77401","215197","27379",
"860Z200US77406","ZCTA5 77406","139280","6548",
"860Z200US77407","ZCTA5 77407","106131","6456",
"860Z200US77412","ZCTA5 77412","-","**",
"860Z200US77414","ZCTA5 77414","54859","5576",
"860Z200US77415","ZCTA5 77415","71908","43669",
"860Z200US77417","ZCTA5 77417","55208","13012",
"860Z200US77418","ZCTA5 77418","79444","13921",
"860Z200US77419","ZCTA5 77419","45614","38548",
"860Z200US77420","ZCTA5 77420","57266","12478",
"860Z200US77422","ZCTA5 77422","68937","9089",
"860Z200US77423","ZCTA5 77423","85082","13065",
"860Z200US77426","ZCTA5 77426","94091","36757",
"860Z200US77428","ZCTA5 77428","-","**",
